40.74473274587712,-73.9949490286642,vObwnlfcaL_HIexFPZA44w
40.75477189467083,-73.97787828866566,JJCoKvIHdfhoAHqNT41fIg
40.71307332124071,-73.97762369083087,TXQPP3FKPP6z8dyEAr46EA
40.755699884936426,-73.99581808622321,upDQiE-YgFVE8TQA64CI3A
40.75500216368411,-73.97661762837238,g4nKnSFs-a5Ra5qZuqj6jA
40.716793163380416,-73.97576919126024,pG1yM113IfURjghonkxXqQ
40.721900840138446,-74.00677077445714,DYMJtCo4SavL8jamHE00hw
40.76494939733354,-73.99041492684464,sLMbGwwtg-bZFMVeJLaxFg
40.7153694827406,-73.97774061685227,ww02AvOxAWTm1hWSCEgDFQ
40.7689993219828,-73.96289963036345,-L3SZAalq7amDITQ8tlNGw
40.763949621549045,-73.98126773298267,xnM6e33M6HBt512Ch46mqg
40.74972496967008,-73.99922444766112,ZFPNXtcV9oQt_8pWnRQW8A
40.75795067090637,-73.9969450615078,RD5tGLURYtJqSejNPnuylQ
40.71820546166104,-74.01260097882437,K0hCgzGCdLOnATt93LdMEg
40.70953682003124,-74.01024864432381,HAJ0I06-4YtRxXOZ1X20IQ
40.701371574260186,-74.01471710356843,ZfDL_ZTQByfSKACYl5-Lyw
40.73060457886445,-73.97794169856267,dX_mrNY6WalEWBt2--hxzw
40.747847296908816,-74.0078889128841,cMpO8X-J8uxgjyoVDtthBg
40.765647249747325,-73.97831704204503,ANctp2zmBYG-pDbAwX_lDg
40.74254231893092,-73.9775305278963,D2dwgbxpX57Qn6zZXf9FRA
40.77268521951101,-73.96263696195571,YwUC7_njlhQxVowyE7wFHQ
40.75406328687439,-73.99380300471715,Ggubsf2wayxFNzLp3Bav0g
40.72341780360042,-73.98282100523663,AxOrvTqFIuyopOeRGOvv5w
40.72695432453986,-73.98935631444012,w22rO8SVOMGz4HpsSB74ug
40.70723665218523,-74.00393414087947,1Ty8rqHoUlJIpR3KrtHw6Q
40.71392929733015,-73.97970972214047,lxAzk3uDwldpEwPey_klig
40.72581276038803,-74.00837975418406,yEKF1l4i5f4w7Kv93zCvaQ
40.76559518526114,-73.9547773464067,1Lktcz8s6i1FUzLCU0y-bA
40.76994039935702,-73.98251913169617,eHjU990aBjLWpQiPjE1N2Q
40.73697294284089,-74.00946048686815,EK8FRDRmCs5rmaBt88AsTw
40.71844410338186,-73.98347151988293,Qi388ToIwLq4QdSJ51U8Cg
40.74755032724859,-74.00060509107804,IpRnYVbxQR7ZAIFM8n_gyg
40.75717369668032,-73.98557895980248,Q4WmXwNi5yFvcq2fVd50bA
40.73971428594368,-73.97313516939981,xN5Jx-71gQu32NY3Ro0MGA
40.73309651439551,-73.99574708726941,GbBbNMiRcsYsRZaRcNzkLg
40.735458681879855,-73.98264987733737,PA9rRf6lksIOiCpn3_C8tA
40.71210241079507,-74.00530348824317,RgRzvHZsdW2t-N_47iPC8g
40.77076767797519,-73.99471784128605,Oe9zt1YaCeO-5exoze5wAA
40.73329363600193,-73.97961607016228,9m-Y3BCtZzG79jORHXDfHg
40.743240397107456,-73.97202313399147,094DPH3-iveq1q667dny1g
40.71538426980951,-73.99339447425511,gtipH-lcjmhbtUm1UikBLQ
40.75925878723959,-73.97235386951974,xEzY7Usk5dbK3Faw6aFsjw
40.75256403013849,-73.96693579872313,Y1uAu64STccybVqyuJkIYw
40.72004940232899,-74.0055901979715,9E_SJ06yA-MoCwal2nbd8w
40.73020563450386,-73.980543526443,R_bEPlhk43msuq3d9Q0Mqg
40.71896863907054,-73.97929505826298,xHL5xtfDrMF8R5BVNiwTdA
40.72337647507808,-73.98866116629537,uGIXTj8u_wvo_mbF5iZxvQ
40.70228033204324,-74.00892963075815,zF-fttW-AVTDDAL4rqQwFw
